title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Masameer: The Movie,movie,"Animation, Comedy",2020,6,2580
Delete History,movie,"Comedy, Drama",2020,5.7,2146
Varane Avashyamund,movie,"Comedy, Drama, Romance",2020,6.9,3573
The Hungover Games,movie,"Comedy, Short",2012,4.6,87
Jonas,movie,Drama,2016,8.2,14
Lagos Real Fake Life,movie,Comedy,2018,,
The Diam Diam Era,movie,"Comedy, Drama",2020,5.7,117
Made in Italy,movie,"Comedy, Drama, Romance",2020,6,11996
Erna at War,movie,"Drama, War",2020,6,944
Love After Love,movie,Drama,2020,5.7,660
Madame Claude,movie,"Biography, Crime, Drama",2021,5.5,4231
How I Became a Gangster,movie,"Crime, Drama",2019,6.9,5184
Mayday,movie,"Comedy, Romance",2020,5.3,584
Bhangra Paa Le,movie,"Comedy, Drama, Music",2020,6.3,438
The Worst Person in the World,movie,"Comedy, Drama, Romance",2021,7.7,109310
Pink: Staying True,movie,"Documentary, Music",2013,5.8,193
Blasted,movie,"Action, Comedy, Sci-Fi",2022,4.8,2651
Night Shift,movie,"Crime, Drama, Thriller",2020,5.4,2173
Ted K,movie,"Biography, Crime, Drama",2021,6,4506
Villain,movie,"Action, Crime, Drama",2020,5.9,4501
The Land of Dreams,movie,"Drama, Musical",2022,6.1,78
Uncorked,movie,Drama,2020,6.4,7225
Dance of the 41,movie,"Biography, Drama, History",2020,6.8,5678
True Mothers,movie,Drama,2020,7,2068
Memories of My Father,movie,"Drama, History",2020,7.2,2764
Happy New Year Happy New You,movie,Comedy,2019,,
Malang,movie,"Action, Crime, Drama",2020,6.5,12637
Crazy About You,movie,Comedy,2020,5.3,351
City Sharks,movie,Comedy,2003,6.7,58
Operation Mincemeat,movie,"Drama, War",2021,6.6,39998
Glass Onion,movie,"Comedy, Crime, Drama",2022,7.1,471823
Time Out,movie,Animation,2015,,
Yakuza Princess,movie,"Action, Crime, Thriller",2021,4.8,2262
"On Vodka, Beers, and Regrets",movie,"Drama, Romance",2020,6.3,185
So Much Love to Give,movie,Comedy,2020,5.3,1619
Tom Papa: You're Doing Great!,movie,Comedy,2020,7.2,1098
Uncovered,movie,"Drama, Crime, Thriller",2019,,
The Swarm,movie,"Drama, Horror",2020,5.3,8334
Until the Government Do Us Apart,movie,,2018,,
Just After Christmas,movie,,1977,,
The Tightrope Walker,movie,"Animation, Short",2002,6.3,36
Du und Ich,movie,Short,2012,,
Suraya,movie,"Horror, Mystery, Thriller",2020,5.7,50
The First Time 3,movie,"Drama, Romance",2019,,
MAPPING CCTV IN WHITEHALL,movie,,2008,,
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,movie,Comedy,2020,7.4,2495
Dov'è Sisifo!?,movie,Comedy,2006,8.7,8
The Sweetheart Deal,movie,Comedy,2020,,
Impact Wrestling: Hard to Kill,movie,Sport,2020,6.5,17
The G Word,movie,"Comedy, Short",2016,5,5
Sweet & Sour,movie,"Comedy, Romance",2021,6.6,3644
"This World, Iraq: Did My Son Die in Vain?",movie,Documentary,2013,,
Det hopfällbara slottet,movie,"Drama, Musical",1968,,
Open Season,movie,"Drama, Thriller",2020,6.1,226
Ellie & Abbie (& Ellie's Dead Aunt),movie,Comedy,2020,6.1,813
Al Acecho,movie,Thriller,2019,5,384
Flag Day,movie,"Crime, Drama",2021,5.5,3824
"Infernal Guidon, or Cossack Christmas",movie,"Family, Fantasy",2019,6.9,353
Generasi 90an: Melankolia,movie,Drama,2020,5.4,211
Go! Anpanman: Sushi-roll Maki-chan and Gold Kamameshidon,movie,"Animation, Adventure, Family",2002,,
Lusala,movie,Drama,2019,7,75
Rose Stone Star,movie,Drama,2020,6.1,132
The Search for Hitler's Bomb,movie,"Documentary, History",2015,6.3,131
Hayaller Ülkesi: Gamonya,movie,"Adventure, Family, Fantasy",2020,4.3,299
Black Box,movie,"Drama, Mystery, Thriller",2021,7.2,17543
Mothers,movie,"Comedy, Drama, Romance",2021,5,307
The Pack,movie,"Drama, Sport",2020,6.1,176
Tajemství staré bambitky 2,movie,"Comedy, Family, Fantasy",2022,5.5,167
Jungle Beat: The Movie,movie,"Adventure, Animation, Comedy",2020,5.5,1388
Kaiji: Final Game,movie,"Adventure, Comedy, Thriller",2020,5,535
New Gods: Nezha Reborn,movie,"Action, Animation, Fantasy",2021,6.8,4147
The Unknown Runner,movie,"Documentary, Sport",2013,6.3,225
Out of My League,movie,"Comedy, Drama, Romance",2020,6.2,3333
Love Sarah,movie,"Comedy, Drama, Romance",2020,6.2,4136
DNA,movie,Drama,2020,5.9,1451
Extinct,movie,"Adventure, Animation, Comedy",2021,5.5,3631
David Attenborough: A Life on Our Planet,movie,"Biography, Documentary",2020,8.9,35283
Shiva Baby,movie,"Comedy, Drama",2020,7.1,37752
Gangubai Kathiawadi,movie,"Biography, Crime, Drama",2022,7.8,63839
Eileen,movie,"Drama, Mystery, Romance",2023,5.9,17034
365 Days,movie,"Drama, Romance",2020,3.3,103118
Kira Kiralina,movie,Drama,2014,5.7,199
Geez & Ann,movie,"Drama, Romance",2021,5.2,353
Silent Night,movie,"Comedy, Drama, Horror",2021,5.8,22724
War of the Eltis,movie,"Comedy, Family",2020,5.8,5538
Apollo 10½: A Space Age Childhood,movie,"Adventure, Animation, Drama",2022,7.2,12623
Seven and a Half Dates,movie,"Comedy, Romance",2018,,
Altered Carbon: Resleeved,movie,"Action, Animation, Crime",2020,6.4,7216
Fortune Feimster: Sweet & Salty,movie,Comedy,2020,6.9,1344
Brownies,movie,"Drama, Romance",2005,6.2,60
The Richards' Case,movie,,2018,,
All Hands on Deck,movie,"Comedy, Drama",2020,7,2699
De grote slijmfilm,movie,Adventure,2020,4.6,181
Big Bug,movie,"Comedy, Sci-Fi",2022,5.5,10887
The Set Up,movie,"Crime, Drama",2019,4.3,165
Really Love,movie,"Drama, Romance",2020,6.2,1190
Forgiveness,movie,Comedy,2019,6.9,276
Murmuring Debris and Leaves Silently Fall,movie,,2018,,
Emperor,movie,"Biography, Drama, History",2020,5.9,1648
The Witcher: Nightmare of the Wolf,movie,"Action, Adventure, Animation",2021,7.2,53058
Vir Das: For India,movie,Comedy,2020,7.7,1553
Breaking Up in Rome,movie,"Comedy, Romance",2021,6.5,1111
Security,movie,Thriller,2021,5,2410
Tersanjung: The Movie,movie,"Drama, Romance",2021,5.9,254
Mutiny of the Worker Bees,movie,Comedy,2020,4.1,518
Nemesis,movie,"Action, Drama, Thriller",2019,6.8,171
Alex Fernández: The Best Comedian in the World,movie,Comedy,2020,6.4,160
Satria Dewa: Gatotkaca,movie,"Action, Adventure, Drama",2022,5.3,915
Felicità,movie,"Comedy, Drama",2020,6.6,1091
Infinity Pool,movie,"Crime, Horror, Mystery",2023,6,66876
Grego Rossello: Disculpe Las Molestias,movie,Comedy,2019,5.3,33
The Spirit Compendium,movie,"Fantasy, Comedy",2008,,
Limitless,movie,Documentary,2017,7,98
A Whisker Away,movie,"Adventure, Animation, Drama",2020,6.7,15704
18% Grey,movie,Drama,2020,5.7,268
The Letter Reader,movie,"Drama, Short",2019,6.7,137
Beauty,movie,"Drama, Romance",2022,4.2,875
Spellbound,movie,"Comedy, Romance",2023,5.1,73
Once Before,movie,Drama,2020,4.8,257
More Than Blue,movie,Drama,2021,6.7,182
A Hard Day,movie,"Action, Crime, Thriller",2021,6.2,255
Love the Way U Lie,movie,"Comedy, Romance",2020,5.2,137
The Man from Toronto,movie,"Action, Adventure, Comedy",2022,5.8,63264
The Life Ahead,movie,Drama,2020,6.8,15936
Press Play,movie,"Drama, Music, Romance",2022,6.1,1940
Um Dia Com Jerusa,movie,Drama,2020,6.8,70
Leyla Everlasting,movie,Comedy,2020,3.7,8055
Ultras,movie,Drama,2020,6.2,5639
Lovely Luna,movie,"Drama, Romance",2005,,
Hunter in the Blue Side of Manchester,movie,"Biography, Drama",2020,5.9,58
The King of Laughter,movie,"Biography, Drama",2021,7.1,1565
Slumberland,movie,"Adventure, Comedy, Drama",2022,6.7,34381
Matilda: The Musical,movie,"Comedy, Drama, Family",2022,7,30819
Official Competition,movie,"Comedy, Drama",2021,7,16255
Snowball,movie,Drama,2020,6.8,83
Sun Dog,movie,"Drama, Fantasy, Short",2020,6.6,121
Thomas & Friends: Marvelous Machinery,movie,"Animation, Fantasy, TV Movie",2020,,
Shadowplay,movie,"Thriller, Drama",2020,,
The Man Who Sold His Skin,movie,Drama,2020,6.9,7433
2 Weeks in Lagos,movie,"Comedy, Drama, Romance",2019,6.1,75
Night on Earth: Shot in the Dark,movie,Documentary,2020,7.6,428
The Bohemian,movie,"Biography, Drama, History",2022,6.7,766
Best Sellers,movie,"Comedy, Drama",2021,6.2,6981
Not Quite Dead Yet,movie,Comedy,2020,5.9,560
Night Teeth,movie,"Action, Crime, Drama",2021,5.7,22801
M4M4,movie,"Crime, Drama, Thriller",2020,5.1,97
Onboard: The Transcontinental Race,movie,"Documentary, Sport",2019,6.9,191
"Farewell, Mr. Haffmann",movie,Drama,2021,7,3256
Mai scherzare con le stelle!,movie,Comedy,2020,,
Legacy,movie,"Drama, Thriller",2019,6.5,467
Prayers for the Stolen,movie,Drama,2021,7.3,4351
Legends,movie,"Drama, Fantasy, Mystery",2014,6.4,78
Rogue City,movie,"Action, Crime, Drama",2020,6.1,10328
Young Adult Matters,movie,Drama,2020,5.8,730
Spoiled Brats,movie,Comedy,2021,6.1,8580
Blue Miracle,movie,"Adventure, Biography, Drama",2021,6.6,8323
Disappear Completely,movie,"Horror, Thriller",2022,6.2,1850
Taylor Tomlinson: Quarter-Life Crisis,movie,Comedy,2020,7.4,5593
Marionette,movie,"Drama, Horror",2018,,
The Match,movie,Drama,2019,5,733
My Voice Will Be with You,movie,Documentary,2020,7,39
Yeh Ballet,movie,"Drama, Musical",2020,7.5,1583
A Hero,movie,Drama,2021,7.5,31212
Rurouni Kenshin: Final Chapter Part II - The Beginning,movie,"Action, Adventure, Drama",2021,7.4,11505
Mother Gamer,movie,"Action, Comedy",2020,5.8,174
A Certain Magical Index: The Miracle of Endymion Special,movie,"Action, Animation, Drama, Science Fiction, Fantasy",2013,,
The Deep House,movie,"Drama, Horror, Mystery",2021,5.3,18454
Till Death,movie,"Horror, Thriller",2021,5.9,28875
The Heartbreak Club,movie,"Comedy, Drama, Romance",2021,6.3,233
Luccas Neto em: Acampamento de Férias 2,movie,"Comedy, Family",2020,3.3,98
In Your Shoes,movie,Comedy,2020,6.2,234
Tempos,movie,"Biography, Documentary, Music",2020,6.4,53
The Great Muse,movie,Drama,2018,6.6,53
Wolf,movie,"Drama, Mystery, Thriller",2021,5.1,12922
Offering to the Storm,movie,"Crime, Mystery, Thriller",2020,6.2,7976
Have a Good Trip,movie,"Comedy, Documentary",2020,6.8,8818
Besser Welt als Nie,movie,Documentary,2020,7.7,296
13: The Musical,movie,"Comedy, Drama, Family",2022,5.2,1138
American Underdog,movie,"Biography, Drama, Romance",2021,7.1,26096
Radhe Shyam,movie,Romance,2022,5.2,32581
The Physical Properties of Coffee,movie,Drama,2024,4.8,10
Mean Girls,movie,"Comedy, Musical",2024,5.6,36522
The Ghost and the Tout,movie,"Comedy, Fantasy",2018,2.9,65
Doctor,movie,"Action, Comedy, Crime",2021,7.4,19736
Homecoming,movie,Drama,2019,7,90
Pete Davidson: Alive from New York,movie,Comedy,2020,6.2,4811
Us Again,movie,"Drama, Romance",2020,5.9,90
"Vengeance Is Mine, All Others Pay Cash",movie,"Action, Comedy, Drama",2021,6.8,1039
The Cemil Show,movie,"Comedy, Drama, Thriller",2021,5.9,834
Bayi Toplantisi,movie,Comedy,2020,4.6,4545
Bad Boy,movie,"Action, Crime, Drama",2020,3.8,1239
The Decline,movie,"Action, Thriller",2020,6,10209
The Book of Sun,movie,Comedy,2020,7.9,11912
Bheeshma,movie,"Action, Comedy, Romance",2020,6.6,5032
Notes for My Son,movie,Drama,2020,6.5,1060
The Occupant,movie,"Drama, Thriller",2020,6.4,20679
Dia de Los Muertos,movie,Drama,2021,,
Bigman Wahala,movie,Drama,2019,8,20
"Our Lady of San Juan, Four Centuries of Miracles",movie,"Drama, History",2021,6.5,96
Los 33,movie,Drama,2021,,
Bert Kreischer: Hey Big Boy,movie,Comedy,2020,7,2400
Dragon Ball Z: Summer Vacation Special,movie,"Action, Animation, Comedy",1992,5.9,150
8 Hari Menaklukan Cowo,movie,"Drama, Romance",2016,,
Shadow in the Cloud,movie,"Action, Horror, War",2020,5,32675
Mlsné medvedí príbehy,movie,"Animation, Comedy, Family",2021,6,8
Harry G - #HarrydieEhre,movie,Comedy,2018,,
Guilty,movie,"Drama, Thriller",2020,5.4,4863
Carmen Sandiego: To Steal or Not to Steal,movie,"Action, Adventure, Animation",2020,6.9,934
Marc Maron: End Times Fun,movie,Comedy,2020,6.8,2188
A Life of Speed: The Juan Manuel Fangio Story,movie,"Biography, Documentary, Sport",2020,7,2412
L' ultime voyage des Romanov,movie,"Documentary, History, War",2017,6.3,11
Princes of the Palace,movie,Documentary,2016,6.2,114
Prey for the Devil,movie,"Horror, Mystery, Thriller",2022,5.3,19740
Cricket & Antoinette,movie,"Adventure, Animation, Family",2023,6.5,430
Tom Segura: Ball Hog,movie,Comedy,2020,7.3,3930
Tout nous sourit,movie,Comedy,2020,5.4,389
Tad the Lost Explorer and the Emerald Tablet,movie,"Adventure, Animation, Comedy",2022,6,2307
Forensic,movie,"Crime, Mystery, Thriller",2020,6.8,6403
Moneyboys,movie,Drama,2021,6.4,1227
Grandma's Last Wishes,movie,Comedy,2020,5.1,364
Menendez: The Day of the Lord,movie,"Drama, Horror, Thriller",2020,5,1282
Tell Me When,movie,Comedy,2020,5.8,1213
Astral,movie,Fantasy,2010,7.1,11
Miami Bici,movie,"Comedy, Crime",2020,6.1,11255
The Mask of Zorro,movie,"Action, Adventure",2000,6.2,18
Marmaduke,movie,"Adventure, Animation, Comedy",2022,3.4,5230
Coming from Insanity,movie,"Biography, Comedy, Crime",2019,5.3,162
HIT,movie,"Crime, Drama, Mystery",2020,7.6,8077
Pompo: The Cinéphile,movie,"Animation, Comedy, Drama",2021,7.2,1444
The Bridge Curse,movie,"Horror, Mystery, Thriller",2020,5.3,2422
The Waiter,movie,Comedy,2021,5.5,528
Doordarshan,movie,"Comedy, Drama",2020,6.1,4438
Alakada Reloaded,movie,Comedy,2017,2.4,29
Virando a Mesa,movie,"Action, Comedy",2021,5.2,58
Jersey,movie,"Drama, Sport",2022,7.3,15089
Sherlock Holmes and the Great Escape,movie,"Adventure, Animation, Comedy",2019,6.2,225
Bulan dan Pria Terhebat,movie,"Action, Adventure, Comedy",2020,5.6,209
Valley of the Witch,movie,Horror,2014,3.3,462
Escape,movie,Thriller,2023,,
Operación Cóndor,movie,Action,1989,6.7,10
Die Unbeugsamen,movie,Documentary,2021,7.5,245
Rosa's Wedding,movie,Comedy,2020,6.4,2140
A Normal World,movie,Drama,2020,5.4,329
Simply Black,movie,Comedy,2020,6.4,2622
You Will Not Have My Hatred,movie,Documentary,2019,,
We Broke Up,movie,"Comedy, Drama",2021,5.2,1525
Windstorm: The Great Hurricane,movie,"Adventure, Family",2021,5.8,293
The Lamb,movie,Drama,2019,7.1,152
Velvet Colección: Grand Finale,movie,"Romance, Comedy",2020,,
Flee,movie,"Animation, Biography, Documentary",2021,7.9,20395
Search Out,movie,Thriller,2020,4.8,195
Soul Reaper,movie,Horror,2019,2.4,662
Mom to Hundreds,movie,Biography,2020,6.7,110
Nobody Sleeps in the Woods Tonight,movie,"Fantasy, Horror, Mystery",2020,4.9,14913
Torbaaz,movie,"Drama, Thriller",2020,5.1,18107
Maya the Bee 3: The Golden Orb,movie,"Adventure, Animation, Comedy",2021,5.1,455
Watchdogs,movie,"Comedy, Family, Romance",2021,5.6,20
Red,movie,"Action, Crime, Drama",2021,6.5,2812
Time & Again,movie,"Drama, Short",2019,7.7,62
Cosmic Sin,movie,"Action, Sci-Fi",2021,2.5,15541
My Octopus Teacher,movie,"Documentary, Drama",2020,8.1,67150
Burning Days,movie,"Drama, Thriller",2022,7.5,13507
Doraemon the Movie: Nobita's New Dinosaur,movie,"Adventure, Animation, Comedy",2020,7,1631
All Hail,movie,"Comedy, Drama",2022,5.6,4168
Chick Fight,movie,"Action, Comedy, Drama",2020,4.8,4655
Ek Villain Returns,movie,"Action, Romance, Thriller",2022,4.4,16006
One-Way to Tomorrow,movie,"Comedy, Drama, Romance",2020,5.6,5621
The Alpinist,movie,"Biography, Documentary",2021,7.9,15672
Dark City Beneath the Beat,movie,Documentary,2020,6.7,166
Radiation House,movie,Drama,2022,5.5,35
The Day I Lost My Shadow,movie,"Drama, History, Short",2016,,
Love like the Falling Rain,movie,"Adventure, Drama, Fantasy",2020,4.8,238
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,movie,"Adventure, Comedy, Mystery",2020,6.9,6214
Vengeance,movie,"Comedy, Music, Mystery",2022,6.8,39663
Yowis Ben III,movie,"Comedy, Drama, Music",2021,6.8,232
Ghost Writer 2,movie,"Comedy, Drama, Horror",2022,6.6,229
Je Suis Karl,movie,"Drama, Romance, Thriller",2021,5.6,1654
Zengo,movie,Comedy,2020,2.5,1364
Fisherman's Friends: One and All,movie,"Comedy, Drama, Music",2022,6.4,2344
Párty Hárd,movie,Comedy,2019,5.2,345
Athlete A,movie,"Crime, Documentary, Sport",2020,7.6,13029
Since the World Was World,movie,"Documentary, Family, History",2015,7,22
Pray Away,movie,Documentary,2021,6.5,3719
Mobile Suit Gundam: Hathaway,movie,"Action, Animation, Drama",2021,6.6,2160
Seven Women,movie,Documentary,2018,7.1,23
Bardo: False Chronicle of a Handful of Truths,movie,"Comedy, Drama",2022,6.7,15725
The Edge of All We Know,movie,Documentary,2020,6.6,3374
Rolling Stone: Life and Death of Brian Jones,movie,Documentary,2019,6.2,413
Gulosten,movie,"Biography, Documentary, War",2015,6.7,24
'Robin Hood: Men in Tights' – The Legend Had It Coming,movie,"Documentary, Comedy",1993,,
Show Dancer,movie,Documentary,2020,6,19
Själö: Island of Souls,movie,Documentary,2020,6,63
The Claudia Kishi Club,movie,"Documentary, Short",2020,6.8,165
Making Unorthodox,movie,"Documentary, Short",2020,6.7,210
Maska,movie,"Comedy, Drama, Romance",2020,5.9,1604
Dragons: Rescue Riders: Hunt for the Golden Dragon,movie,"Action, Adventure, Animation",2020,5.2,206
True: Wuzzle Wegg Day,movie,Animation,2020,6.7,18
Chris D'Elia: No Pain,movie,Comedy,2020,5.9,1914
A Secret Love,movie,"Biography, Documentary, Drama",2020,7.8,5067
The Memory Eraser,movie,"Drama, Fantasy",2020,5.2,82
The Animated World of Paul Grimault,movie,Animation,2019,,
Blind Shaman,movie,"Comedy, Fantasy, Horror",2019,5.7,118
Not a Game,movie,Documentary,2020,5.6,646
Wife of a Spy,movie,"Drama, History, War",2020,6.6,3301
Sethum Aayiram Pon,movie,Family,2020,7.1,399
David Batra: Elefanten i rummet,movie,Comedy,2020,5.9,241
LA Originals,movie,Documentary,2020,7.2,2040
Sol Levante,movie,"Animation, Short",2020,4.8,699
Money Heist: The Phenomenon,movie,Documentary,2020,7.5,3867
Mantan Terindah,movie,Drama,2014,,
Clean,movie,"Action, Crime, Drama",2021,5.6,12236
Dangerous Lies,movie,"Crime, Mystery, Thriller",2020,5.4,19401
Like a Fish out of the Water,movie,"Comedy, Drama",2017,,
Stop Filming Us,movie,Documentary,2020,7.8,116
Murder to Mercy: The Cyntoia Brown Story,movie,Documentary,2020,6.4,3172
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",movie,Documentary,2020,8.6,1849
Benidorm: 10 Years on Holiday,movie,Documentary,2018,7.4,97
The Vendor,movie,Comedy,2018,,
When You Finish Saving the World,movie,"Comedy, Drama",2022,5.6,5314
Anpanman: Fluffy Flurry & the Land of the Clouds,movie,"Adventure, Animation, Family",2021,,
Once Again,movie,"Comedy, Drama",2019,5.7,284
Project Marathwada,movie,Drama,2016,6.5,99
Cadaver,movie,"Drama, Horror, Thriller",2020,5.2,12897
Henry Miller: Prophet of Desire,movie,"Biography, Documentary, History",2017,6.5,159
Caravaggio's Shadow,movie,"Biography, Drama, History",2022,6.5,1830
"I, Superbiker 6: Clash of Nations",movie,,2016,,
El Funeral,movie,"Comedy, Drama",2019,7.4,317
The Goat and Her Three Kids,movie,"Drama, Short, Thriller",2019,7.1,220
Mauricio Meirelles: Generating Chaos,movie,Comedy,2020,6.8,159
Indoo Ki Jawani,movie,"Comedy, Drama",2020,3.4,6739
Nikamma,movie,"Action, Comedy, Drama",2022,2.8,1773
"Yours Sincerely, Kanan Gill",movie,Comedy,2020,7.1,1104
Made You Look: A True Story About Fake Art,movie,"Crime, Documentary",2020,7,5074
Roohi,movie,"Comedy, Horror",2021,4.3,11288
Under the Riccione Sun,movie,"Comedy, Drama, Romance",2020,5.6,3346
Baggio: The Divine Ponytail,movie,"Biography, Drama, Sport",2021,6.1,5389
Caught by a Wave,movie,"Drama, Romance, Sport",2021,5.8,1610
Compatibility,movie,Drama,2020,,
Fuori era primavera: Viaggio nell'Italia del lockdown,movie,Documentary,2020,6.5,76
Sankaku Mado no Sotogawa wa Yoru,movie,"Horror, Mystery, Romance",2021,5,258
Father Soldier Son,movie,"Documentary, War",2020,7.3,1074
The Jonestown Haunting,movie,"Crime, Drama, Horror",2020,2.5,526
Malibu Rescue: The Next Wave,movie,Family,2020,4.9,1085
Waking the Titanic,movie,"Documentary, History",2013,5.9,73
Lucid,movie,Drama,2019,,
The Girl on the Train,movie,"Crime, Drama, Mystery",2021,4,15210
Bhool Bhulaiyaa 2,movie,"Comedy, Horror",2022,5.7,35147
Haseen Dillruba,movie,"Crime, Drama, Mystery",2021,6.9,33116
Jerry Seinfeld: 23 Hours to Kill,movie,Comedy,2020,6.7,5832
Go! Go! Cory Carson: The Chrissy,movie,"Animation, Family, Short",2020,7.1,62
Whitney Houston: I Wanna Dance with Somebody,movie,"Biography, Drama, Music",2022,6.6,25334
